sample_idx,true_fault,mode_a_prob_anom,threshold,mode_b_triggered,mode_a_pred,mode_b_pred,final_pred,mode_a_lat_us,mode_b_lat_us,total_lat_us,deadline_5ms_met,deadline_10ms_met,deadline_20ms_met,deadline_50ms_met
8561,3,0.989894,0.5,1,1,3.0,3,65.7,72.8,138.5,1,1,1,1
8562,2,0.999232,0.5,1,1,2.0,2,63.5,72.6,136.1,1,1,1,1
8563,2,0.989894,0.5,1,1,2.0,2,63.0,71.8,134.8,1,1,1,1
8564,3,1.0,0.5,1,1,3.0,3,63.2,71.0,134.2,1,1,1,1
8565,1,1.0,0.5,1,1,1.0,1,66.2,71.9,138.1,1,1,1,1
8566,1,0.989894,0.5,1,1,1.0,1,64.7,72.3,137.0,1,1,1,1
8567,2,0.989894,0.5,1,1,3.0,3,65.0,73.1,138.1,1,1,1,1
8568,0,0.0,0.5,0,0,,0,64.0,0.0,64.0,1,1,1,1
8569,3,0.989894,0.5,1,1,3.0,3,63.9,72.0,135.9,1,1,1,1
8570,1,1.0,0.5,1,1,1.0,1,63.0,72.1,135.1,1,1,1,1
8571,2,1.0,0.5,1,1,2.0,2,61.8,75.0,136.8,1,1,1,1
8572,1,0.989894,0.5,1,1,1.0,1,62.3,72.4,134.7,1,1,1,1
8573,3,0.989894,0.5,1,1,2.0,2,63.1,72.1,135.2,1,1,1,1
8574,3,0.989894,0.5,1,1,2.0,2,65.1,69.5,134.6,1,1,1,1
8575,0,0.0,0.5,0,0,,0,62.5,0.0,62.5,1,1,1,1
8576,3,1.0,0.5,1,1,2.0,2,63.7,69.9,133.6,1,1,1,1
8577,0,0.0,0.5,0,0,,0,62.7,0.0,62.7,1,1,1,1
8578,2,0.999232,0.5,1,1,2.0,2,62.6,82.2,144.8,1,1,1,1
8579,3,0.989894,0.5,1,1,3.0,3,68.7,129.4,198.1,1,1,1,1
8580,3,1.0,0.5,1,1,3.0,3,77.1,77.5,154.6,1,1,1,1
8581,2,0.989894,0.5,1,1,3.0,3,65.9,82.7,148.6,1,1,1,1
8582,0,0.989894,0.5,1,1,0.0,0,69.4,72.7,142.1,1,1,1,1
8583,3,0.989894,0.5,1,1,2.0,2,62.1,70.5,132.6,1,1,1,1
8584,3,0.989894,0.5,1,1,2.0,2,61.8,70.5,132.3,1,1,1,1
8585,1,1.0,0.5,1,1,1.0,1,75.2,112.4,187.6,1,1,1,1
8586,3,0.989894,0.5,1,1,3.0,3,76.7,81.5,158.2,1,1,1,1
8587,0,0.0,0.5,0,0,,0,74.1,0.0,74.1,1,1,1,1
8588,3,0.989894,0.5,1,1,3.0,3,81.7,79.8,161.5,1,1,1,1
8589,3,0.989894,0.5,1,1,2.0,2,67.7,76.2,143.9,1,1,1,1
8590,1,0.177465,0.5,0,0,,0,65.9,0.0,65.9,1,1,1,1
8591,3,0.989894,0.5,1,1,3.0,3,65.4,105.8,171.2,1,1,1,1
8592,3,0.989894,0.5,1,1,3.0,3,177.9,88.3,266.2,1,1,1,1
8593,0,0.0,0.5,0,0,,0,66.3,0.0,66.3,1,1,1,1
8594,2,1.0,0.5,1,1,2.0,2,77.4,79.1,156.5,1,1,1,1
8595,3,0.989894,0.5,1,1,3.0,3,66.5,179.4,245.9,1,1,1,1
8596,3,1.0,0.5,1,1,3.0,3,205.7,113.2,318.9,1,1,1,1
8597,1,0.0,0.5,0,0,,0,87.1,0.0,87.1,1,1,1,1
8598,2,0.989894,0.5,1,1,2.0,2,77.1,79.1,156.2,1,1,1,1
8599,3,1.0,0.5,1,1,3.0,3,67.3,74.6,141.9,1,1,1,1
8600,3,1.0,0.5,1,1,2.0,2,65.8,72.6,138.4,1,1,1,1
8601,3,0.989894,0.5,1,1,2.0,2,63.3,72.1,135.4,1,1,1,1
8602,0,0.0,0.5,0,0,,0,64.6,0.0,64.6,1,1,1,1
8603,3,0.989894,0.5,1,1,2.0,2,62.7,71.0,133.7,1,1,1,1
8604,1,1.0,0.5,1,1,1.0,1,65.1,71.6,136.7,1,1,1,1
8605,3,0.989894,0.5,1,1,3.0,3,64.2,70.1,134.3,1,1,1,1
8606,1,1.0,0.5,1,1,1.0,1,61.6,70.8,132.4,1,1,1,1
8607,1,1.0,0.5,1,1,1.0,1,61.1,73.3,134.4,1,1,1,1
8608,1,1.0,0.5,1,1,1.0,1,64.5,71.4,135.9,1,1,1,1
8609,0,0.0,0.5,0,0,,0,65.7,0.0,65.7,1,1,1,1
8610,1,0.999232,0.5,1,1,1.0,1,63.5,73.1,136.6,1,1,1,1
8611,2,0.989894,0.5,1,1,2.0,2,64.4,71.4,135.8,1,1,1,1
8612,0,0.0,0.5,0,0,,0,62.3,0.0,62.3,1,1,1,1
8613,3,0.989894,0.5,1,1,2.0,2,64.6,70.4,135.0,1,1,1,1
8614,2,0.989894,0.5,1,1,3.0,3,63.6,70.0,133.6,1,1,1,1
8615,3,0.989894,0.5,1,1,2.0,2,60.8,70.2,131.0,1,1,1,1
8616,3,1.0,0.5,1,1,3.0,3,60.9,71.3,132.2,1,1,1,1
8617,1,0.997497,0.5,1,1,1.0,1,63.2,70.9,134.1,1,1,1,1
8618,0,0.0,0.5,0,0,,0,62.6,0.0,62.6,1,1,1,1
8619,0,0.0,0.5,0,0,,0,62.0,0.0,62.0,1,1,1,1
8620,3,0.989894,0.5,1,1,2.0,2,61.1,71.6,132.7,1,1,1,1
8621,2,1.0,0.5,1,1,2.0,2,62.9,73.4,136.3,1,1,1,1
8622,0,0.0,0.5,0,0,,0,62.5,0.0,62.5,1,1,1,1
8623,2,0.989894,0.5,1,1,3.0,3,63.3,70.8,134.1,1,1,1,1
8624,3,0.989894,0.5,1,1,2.0,2,61.8,70.0,131.8,1,1,1,1
8625,3,0.989894,0.5,1,1,2.0,2,62.0,85.5,147.5,1,1,1,1
8626,2,0.989894,0.5,1,1,3.0,3,69.1,70.7,139.8,1,1,1,1
8627,1,1.0,0.5,1,1,1.0,1,62.9,71.2,134.1,1,1,1,1
8628,0,0.0,0.5,0,0,,0,61.5,0.0,61.5,1,1,1,1
8629,0,0.0,0.5,0,0,,0,74.5,0.0,74.5,1,1,1,1
8630,3,0.989894,0.5,1,1,2.0,2,61.6,69.0,130.6,1,1,1,1
8631,3,0.999232,0.5,1,1,2.0,2,61.0,71.3,132.3,1,1,1,1
8632,2,1.0,0.5,1,1,3.0,3,71.6,73.3,144.9,1,1,1,1
8633,3,0.989894,0.5,1,1,2.0,2,63.3,69.4,132.7,1,1,1,1
8634,2,1.0,0.5,1,1,3.0,3,61.4,69.3,130.7,1,1,1,1
8635,3,0.997497,0.5,1,1,2.0,2,61.9,79.6,141.5,1,1,1,1
8636,3,0.989894,0.5,1,1,3.0,3,64.7,70.8,135.5,1,1,1,1
8637,0,0.0,0.5,0,0,,0,62.3,0.0,62.3,1,1,1,1
8638,2,0.989894,0.5,1,1,2.0,2,60.6,78.3,138.9,1,1,1,1
8639,1,0.999232,0.5,1,1,1.0,1,67.7,71.1,138.8,1,1,1,1
8640,0,0.0,0.5,0,0,,0,61.0,0.0,61.0,1,1,1,1
8641,3,0.989894,0.5,1,1,2.0,2,61.3,67.5,128.8,1,1,1,1
8642,3,1.0,0.5,1,1,3.0,3,69.7,73.8,143.5,1,1,1,1
8643,0,0.0,0.5,0,0,,0,61.7,0.0,61.7,1,1,1,1
8644,0,0.0,0.5,0,0,,0,59.9,0.0,59.9,1,1,1,1
8645,3,0.989894,0.5,1,1,2.0,2,62.7,80.6,143.3,1,1,1,1
8646,1,1.0,0.5,1,1,1.0,1,63.5,69.4,132.9,1,1,1,1
8647,2,0.989894,0.5,1,1,2.0,2,60.5,70.5,131.0,1,1,1,1
8648,3,0.989894,0.5,1,1,2.0,2,61.5,77.2,138.7,1,1,1,1
8649,0,0.0,0.5,0,0,,0,67.8,0.0,67.8,1,1,1,1
8650,0,0.0,0.5,0,0,,0,60.6,0.0,60.6,1,1,1,1
8651,1,0.989894,0.5,1,1,1.0,1,60.5,72.2,132.7,1,1,1,1
8652,1,1.0,0.5,1,1,1.0,1,71.7,71.8,143.5,1,1,1,1
8653,2,0.989894,0.5,1,1,3.0,3,63.0,70.1,133.1,1,1,1,1
8654,1,0.997497,0.5,1,1,1.0,1,61.5,68.1,129.6,1,1,1,1
8655,3,0.989894,0.5,1,1,2.0,2,68.4,75.9,144.3,1,1,1,1
8656,2,0.989894,0.5,1,1,2.0,2,61.6,69.2,130.8,1,1,1,1
8657,1,0.989894,0.5,1,1,1.0,1,62.2,67.0,129.2,1,1,1,1
8658,1,0.997497,0.5,1,1,1.0,1,60.8,78.5,139.3,1,1,1,1
8659,0,0.177465,0.5,0,0,,0,64.9,0.0,64.9,1,1,1,1
8660,3,0.989894,0.5,1,1,3.0,3,61.4,67.4,128.8,1,1,1,1
8661,1,0.989894,0.5,1,1,1.0,1,61.0,68.7,129.7,1,1,1,1
8662,2,0.989894,0.5,1,1,2.0,2,71.8,71.8,143.6,1,1,1,1
8663,0,0.0,0.5,0,0,,0,61.1,0.0,61.1,1,1,1,1
8664,1,0.997497,0.5,1,1,1.0,1,60.3,69.2,129.5,1,1,1,1
8665,1,1.0,0.5,1,1,1.0,1,72.0,73.3,145.3,1,1,1,1
8666,0,0.0,0.5,0,0,,0,62.7,0.0,62.7,1,1,1,1
8667,2,0.989894,0.5,1,1,2.0,2,60.7,70.8,131.5,1,1,1,1
8668,2,0.989894,0.5,1,1,3.0,3,59.7,79.4,139.1,1,1,1,1
8669,2,0.989894,0.5,1,1,2.0,2,65.3,68.0,133.3,1,1,1,1
8670,0,0.0,0.5,0,0,,0,60.7,0.0,60.7,1,1,1,1
8671,1,0.999232,0.5,1,1,1.0,1,60.6,73.8,134.4,1,1,1,1
8672,3,0.989894,0.5,1,1,3.0,3,65.8,73.2,139.0,1,1,1,1
8673,0,0.0,0.5,0,0,,0,63.1,0.0,63.1,1,1,1,1
8674,1,1.0,0.5,1,1,1.0,1,62.5,69.5,132.0,1,1,1,1
8675,3,0.989894,0.5,1,1,3.0,3,71.1,73.2,144.3,1,1,1,1
8676,3,1.0,0.5,1,1,3.0,3,62.8,68.0,130.8,1,1,1,1
8677,2,1.0,0.5,1,1,3.0,3,62.3,68.7,131.0,1,1,1,1
8678,2,0.989894,0.5,1,1,3.0,3,60.3,79.0,139.3,1,1,1,1
8679,2,0.989894,0.5,1,1,2.0,2,64.7,71.0,135.7,1,1,1,1
8680,2,0.989894,0.5,1,1,3.0,3,60.6,68.4,129.0,1,1,1,1
8681,2,0.999232,0.5,1,1,3.0,3,63.2,77.4,140.6,1,1,1,1
8682,0,0.0,0.5,0,0,,0,66.7,0.0,66.7,1,1,1,1
8683,0,0.0,0.5,0,0,,0,61.9,0.0,61.9,1,1,1,1
8684,0,0.0,0.5,0,0,,0,61.2,0.0,61.2,1,1,1,1
8685,0,0.0,0.5,0,0,,0,88.2,0.0,88.2,1,1,1,1
8686,3,0.989894,0.5,1,1,2.0,2,67.6,71.5,139.1,1,1,1,1
8687,1,0.997497,0.5,1,1,1.0,1,62.5,71.5,134.0,1,1,1,1
8688,3,0.989894,0.5,1,1,3.0,3,62.3,70.3,132.6,1,1,1,1
8689,3,0.989894,0.5,1,1,3.0,3,63.0,71.4,134.4,1,1,1,1
8690,3,0.989894,0.5,1,1,2.0,2,61.5,70.8,132.3,1,1,1,1
8691,3,0.989894,0.5,1,1,2.0,2,61.2,71.9,133.1,1,1,1,1
8692,0,0.0,0.5,0,0,,0,62.4,0.0,62.4,1,1,1,1
8693,1,0.989894,0.5,1,1,1.0,1,62.8,69.5,132.3,1,1,1,1
8694,1,0.989894,0.5,1,1,1.0,1,60.2,69.7,129.9,1,1,1,1
8695,3,0.989894,0.5,1,1,3.0,3,61.9,72.1,134.0,1,1,1,1
8696,3,0.989894,0.5,1,1,2.0,2,61.0,71.4,132.4,1,1,1,1
8697,0,0.0,0.5,0,0,,0,61.4,0.0,61.4,1,1,1,1
8698,3,0.989894,0.5,1,1,2.0,2,60.5,66.8,127.3,1,1,1,1
8699,2,0.989894,0.5,1,1,2.0,2,60.4,68.5,128.9,1,1,1,1
8700,1,1.0,0.5,1,1,1.0,1,61.0,68.7,129.7,1,1,1,1
8701,1,1.0,0.5,1,1,1.0,1,60.5,69.9,130.4,1,1,1,1
8702,3,0.989894,0.5,1,1,3.0,3,59.5,69.5,129.0,1,1,1,1
8703,1,0.989894,0.5,1,1,1.0,1,61.0,69.0,130.0,1,1,1,1
8704,0,0.177465,0.5,0,0,,0,60.8,0.0,60.8,1,1,1,1
8705,3,0.989894,0.5,1,1,3.0,3,62.1,68.1,130.2,1,1,1,1
8706,1,0.989894,0.5,1,1,1.0,1,60.3,69.9,130.2,1,1,1,1
8707,3,0.989894,0.5,1,1,3.0,3,59.2,217.5,276.7,1,1,1,1
8708,3,0.989894,0.5,1,1,2.0,2,176.3,345.6,521.9,1,1,1,1
8709,0,0.0,0.5,0,0,,0,127.6,0.0,127.6,1,1,1,1
8710,0,0.0,0.5,0,0,,0,76.3,0.0,76.3,1,1,1,1
8711,2,0.989894,0.5,1,1,3.0,3,69.4,78.3,147.7,1,1,1,1
8712,0,0.0,0.5,0,0,,0,72.6,0.0,72.6,1,1,1,1
8713,3,0.989894,0.5,1,1,2.0,2,67.1,72.8,139.9,1,1,1,1
8714,2,0.989894,0.5,1,1,3.0,3,62.9,69.6,132.5,1,1,1,1
8715,2,0.989894,0.5,1,1,2.0,2,62.0,70.1,132.1,1,1,1,1
8716,2,0.989894,0.5,1,1,3.0,3,62.1,68.5,130.6,1,1,1,1
8717,0,0.0,0.5,0,0,,0,61.9,0.0,61.9,1,1,1,1
8718,3,1.0,0.5,1,1,3.0,3,62.5,68.3,130.8,1,1,1,1
8719,3,0.989894,0.5,1,1,2.0,2,62.1,70.7,132.8,1,1,1,1
8720,3,0.989894,0.5,1,1,2.0,2,63.0,67.4,130.4,1,1,1,1
8721,2,1.0,0.5,1,1,3.0,3,62.3,69.2,131.5,1,1,1,1
8722,0,0.0,0.5,0,0,,0,60.4,0.0,60.4,1,1,1,1
8723,2,0.989894,0.5,1,1,1.0,1,61.2,70.8,132.0,1,1,1,1
8724,1,1.0,0.5,1,1,1.0,1,62.0,74.0,136.0,1,1,1,1
8725,0,0.0,0.5,0,0,,0,63.3,0.0,63.3,1,1,1,1
8726,2,0.989894,0.5,1,1,2.0,2,64.7,70.8,135.5,1,1,1,1
8727,3,0.989894,0.5,1,1,2.0,2,62.0,70.0,132.0,1,1,1,1
8728,0,0.0,0.5,0,0,,0,61.1,0.0,61.1,1,1,1,1
8729,3,0.989894,0.5,1,1,3.0,3,67.3,72.0,139.3,1,1,1,1
8730,3,0.989894,0.5,1,1,3.0,3,64.1,68.5,132.6,1,1,1,1
8731,3,0.989894,0.5,1,1,3.0,3,61.5,68.7,130.2,1,1,1,1
8732,3,0.989894,0.5,1,1,3.0,3,74.2,70.5,144.7,1,1,1,1
8733,0,0.0,0.5,0,0,,0,63.2,0.0,63.2,1,1,1,1
8734,2,1.0,0.5,1,1,3.0,3,60.9,68.0,128.9,1,1,1,1
8735,0,0.0,0.5,0,0,,0,70.8,0.0,70.8,1,1,1,1
8736,2,0.997497,0.5,1,1,2.0,2,63.2,69.6,132.8,1,1,1,1
8737,0,0.177465,0.5,0,0,,0,63.0,0.0,63.0,1,1,1,1
8738,3,0.989894,0.5,1,1,3.0,3,62.1,81.2,143.3,1,1,1,1
8739,0,0.0,0.5,0,0,,0,64.6,0.0,64.6,1,1,1,1
8740,0,0.0,0.5,0,0,,0,61.1,0.0,61.1,1,1,1,1
8741,2,0.999232,0.5,1,1,3.0,3,60.3,78.1,138.4,1,1,1,1
8742,0,0.0,0.5,0,0,,0,67.1,0.0,67.1,1,1,1,1
8743,2,0.989894,0.5,1,1,2.0,2,62.1,69.9,132.0,1,1,1,1
8744,0,0.0,0.5,0,0,,0,61.8,0.0,61.8,1,1,1,1
8745,2,0.989894,0.5,1,1,2.0,2,74.2,71.9,146.1,1,1,1,1
8746,2,0.989894,0.5,1,1,2.0,2,61.8,69.0,130.8,1,1,1,1
8747,2,0.989894,0.5,1,1,3.0,3,61.0,70.1,131.1,1,1,1,1
8748,0,0.0,0.5,0,0,,0,69.1,0.0,69.1,1,1,1,1
8749,2,0.989894,0.5,1,1,3.0,3,65.0,69.9,134.9,1,1,1,1
8750,0,0.0,0.5,0,0,,0,60.6,0.0,60.6,1,1,1,1
8751,2,0.989894,0.5,1,1,3.0,3,59.7,81.9,141.6,1,1,1,1
8752,3,0.989894,0.5,1,1,3.0,3,67.1,70.8,137.9,1,1,1,1
8753,2,0.999232,0.5,1,1,2.0,2,64.4,69.9,134.3,1,1,1,1
8754,2,0.989894,0.5,1,1,2.0,2,61.8,74.7,136.5,1,1,1,1
8755,3,0.989894,0.5,1,1,3.0,3,86.2,88.0,174.2,1,1,1,1
8756,2,0.989894,0.5,1,1,2.0,2,65.1,70.2,135.3,1,1,1,1
8757,2,0.989894,0.5,1,1,2.0,2,63.3,78.9,142.2,1,1,1,1
8758,0,0.0,0.5,0,0,,0,67.6,0.0,67.6,1,1,1,1
8759,2,0.989894,0.5,1,1,3.0,3,60.6,69.3,129.9,1,1,1,1
8760,0,0.177465,0.5,0,0,,0,60.6,0.0,60.6,1,1,1,1
8761,1,0.989894,0.5,1,1,1.0,1,72.9,72.2,145.1,1,1,1,1
8762,0,0.0,0.5,0,0,,0,60.5,0.0,60.5,1,1,1,1
8763,3,0.999232,0.5,1,1,3.0,3,61.3,70.6,131.9,1,1,1,1
8764,1,0.999232,0.5,1,1,1.0,1,60.0,78.4,138.4,1,1,1,1
8765,0,0.0,0.5,0,0,,0,64.3,0.0,64.3,1,1,1,1
8766,0,0.0,0.5,0,0,,0,61.7,0.0,61.7,1,1,1,1
8767,3,0.989894,0.5,1,1,3.0,3,60.7,77.4,138.1,1,1,1,1
8768,0,0.0,0.5,0,0,,0,66.1,0.0,66.1,1,1,1,1
8769,2,0.989894,0.5,1,1,3.0,3,65.1,68.2,133.3,1,1,1,1
8770,0,0.0,0.5,0,0,,0,61.2,0.0,61.2,1,1,1,1
8771,0,0.0,0.5,0,0,,0,72.0,0.0,72.0,1,1,1,1
8772,3,0.989894,0.5,1,1,3.0,3,62.0,69.0,131.0,1,1,1,1
8773,1,1.0,0.5,1,1,1.0,1,60.8,70.5,131.3,1,1,1,1
8774,0,0.0,0.5,0,0,,0,65.5,0.0,65.5,1,1,1,1
8775,3,0.989894,0.5,1,1,3.0,3,63.8,69.5,133.3,1,1,1,1
8776,0,0.0,0.5,0,0,,0,59.9,0.0,59.9,1,1,1,1
8777,2,1.0,0.5,1,1,3.0,3,61.5,76.9,138.4,1,1,1,1
8778,0,0.0,0.5,0,0,,0,65.4,0.0,65.4,1,1,1,1
8779,0,0.0,0.5,0,0,,0,62.4,0.0,62.4,1,1,1,1
8780,2,0.989894,0.5,1,1,3.0,3,60.3,68.9,129.2,1,1,1,1
8781,1,1.0,0.5,1,1,1.0,1,72.1,71.2,143.3,1,1,1,1
8782,0,0.0,0.5,0,0,,0,62.0,0.0,62.0,1,1,1,1
8783,3,0.989894,0.5,1,1,2.0,2,60.9,68.4,129.3,1,1,1,1
8784,0,0.0,0.5,0,0,,0,69.0,0.0,69.0,1,1,1,1
8785,0,0.0,0.5,0,0,,0,62.9,0.0,62.9,1,1,1,1
8786,3,0.989894,0.5,1,1,3.0,3,59.9,67.8,127.7,1,1,1,1
8787,3,0.989894,0.5,1,1,3.0,3,60.4,79.2,139.6,1,1,1,1
8788,2,1.0,0.5,1,1,3.0,3,63.8,69.9,133.7,1,1,1,1
8789,0,0.0,0.5,0,0,,0,62.5,0.0,62.5,1,1,1,1
8790,2,1.0,0.5,1,1,2.0,2,60.6,69.3,129.9,1,1,1,1
8791,3,0.989894,0.5,1,1,3.0,3,73.3,73.2,146.5,1,1,1,1
8792,3,0.989894,0.5,1,1,2.0,2,119.6,78.2,197.8,1,1,1,1
8793,0,0.0,0.5,0,0,,0,65.5,0.0,65.5,1,1,1,1
8794,3,0.989894,0.5,1,1,3.0,3,67.4,70.8,138.2,1,1,1,1
8795,2,0.989894,0.5,1,1,2.0,2,61.9,70.5,132.4,1,1,1,1
8796,0,0.0,0.5,0,0,,0,62.2,0.0,62.2,1,1,1,1
8797,0,0.0,0.5,0,0,,0,74.9,0.0,74.9,1,1,1,1
8798,1,0.989894,0.5,1,1,1.0,1,61.8,68.3,130.1,1,1,1,1
8799,3,0.989894,0.5,1,1,3.0,3,61.1,70.2,131.3,1,1,1,1
8800,0,0.177465,0.5,0,0,,0,68.2,0.0,68.2,1,1,1,1
8801,1,0.989894,0.5,1,1,1.0,1,62.8,69.2,132.0,1,1,1,1
8802,3,0.999232,0.5,1,1,3.0,3,61.7,67.6,129.3,1,1,1,1
8803,2,0.989894,0.5,1,1,3.0,3,60.3,80.6,140.9,1,1,1,1
8804,0,0.0,0.5,0,0,,0,67.1,0.0,67.1,1,1,1,1
8805,0,0.0,0.5,0,0,,0,64.2,0.0,64.2,1,1,1,1
8806,2,1.0,0.5,1,1,3.0,3,61.0,74.6,135.6,1,1,1,1
8807,3,1.0,0.5,1,1,2.0,2,66.8,72.2,139.0,1,1,1,1
8808,2,0.989894,0.5,1,1,3.0,3,61.9,68.7,130.6,1,1,1,1
8809,0,0.0,0.5,0,0,,0,63.0,0.0,63.0,1,1,1,1
8810,0,0.0,0.5,0,0,,0,72.3,0.0,72.3,1,1,1,1
8811,3,1.0,0.5,1,1,3.0,3,61.8,71.9,133.7,1,1,1,1
8812,2,1.0,0.5,1,1,2.0,2,60.2,69.0,129.2,1,1,1,1
8813,3,0.989894,0.5,1,1,2.0,2,61.9,80.7,142.6,1,1,1,1
8814,1,0.999232,0.5,1,1,1.0,1,63.8,69.1,132.9,1,1,1,1
8815,0,0.0,0.5,0,0,,0,60.6,0.0,60.6,1,1,1,1
8816,0,0.0,0.5,0,0,,0,61.1,0.0,61.1,1,1,1,1
8817,2,0.989894,0.5,1,1,3.0,3,67.7,70.6,138.3,1,1,1,1
8818,2,0.989894,0.5,1,1,2.0,2,73.3,71.3,144.6,1,1,1,1
8819,2,0.989894,0.5,1,1,2.0,2,62.5,69.8,132.3,1,1,1,1
8820,1,1.0,0.5,1,1,1.0,1,73.6,108.9,182.5,1,1,1,1
8821,0,0.0,0.5,0,0,,0,465.2,0.0,465.2,1,1,1,1
8822,1,0.989894,0.5,1,1,1.0,1,338.8,211.9,550.7,1,1,1,1
8823,1,0.999232,0.5,1,1,1.0,1,106.0,94.8,200.8,1,1,1,1
8824,3,0.989894,0.5,1,1,2.0,2,76.6,80.5,157.1,1,1,1,1
8825,2,0.989894,0.5,1,1,2.0,2,69.3,76.4,145.7,1,1,1,1
8826,1,1.0,0.5,1,1,1.0,1,91.4,79.8,171.2,1,1,1,1
8827,1,0.999232,0.5,1,1,1.0,1,67.1,72.8,139.9,1,1,1,1
8828,2,1.0,0.5,1,1,3.0,3,63.8,72.2,136.0,1,1,1,1
8829,2,0.989894,0.5,1,1,3.0,3,85.5,85.3,170.8,1,1,1,1
8830,3,0.989894,0.5,1,1,3.0,3,79.4,71.8,151.2,1,1,1,1
8831,2,0.989894,0.5,1,1,3.0,3,63.1,71.1,134.2,1,1,1,1
8832,3,1.0,0.5,1,1,3.0,3,77.7,72.5,150.2,1,1,1,1
8833,3,0.989894,0.5,1,1,3.0,3,64.4,73.5,137.9,1,1,1,1
8834,3,0.989894,0.5,1,1,2.0,2,63.3,69.4,132.7,1,1,1,1
8835,3,0.989894,0.5,1,1,2.0,2,73.7,74.5,148.2,1,1,1,1
8836,0,0.0,0.5,0,0,,0,63.6,0.0,63.6,1,1,1,1
8837,3,0.989894,0.5,1,1,2.0,2,62.1,71.2,133.3,1,1,1,1
8838,1,0.997497,0.5,1,1,1.0,1,60.9,80.9,141.8,1,1,1,1
8839,3,0.989894,0.5,1,1,3.0,3,63.6,71.6,135.2,1,1,1,1
8840,1,1.0,0.5,1,1,1.0,1,61.1,69.7,130.8,1,1,1,1
8841,3,0.999232,0.5,1,1,3.0,3,63.4,79.4,142.8,1,1,1,1
8842,2,0.989894,0.5,1,1,3.0,3,65.4,69.8,135.2,1,1,1,1
8843,0,0.177465,0.5,0,0,,0,61.8,0.0,61.8,1,1,1,1
8844,2,1.0,0.5,1,1,2.0,2,62.3,69.1,131.4,1,1,1,1
8845,0,0.0,0.5,0,0,,0,72.5,0.0,72.5,1,1,1,1
8846,2,1.0,0.5,1,1,2.0,2,62.7,70.3,133.0,1,1,1,1
8847,2,0.989894,0.5,1,1,3.0,3,65.4,72.5,137.9,1,1,1,1
8848,2,0.989894,0.5,1,1,3.0,3,73.1,71.8,144.9,1,1,1,1
8849,2,0.989894,0.5,1,1,3.0,3,62.5,71.7,134.2,1,1,1,1
8850,1,1.0,0.5,1,1,1.0,1,60.3,70.1,130.4,1,1,1,1
8851,0,0.0,0.5,0,0,,0,62.1,0.0,62.1,1,1,1,1
8852,2,0.989894,0.5,1,1,3.0,3,65.4,70.9,136.3,1,1,1,1
8853,2,1.0,0.5,1,1,2.0,2,61.6,70.3,131.9,1,1,1,1
8854,1,0.989894,0.5,1,1,1.0,1,60.1,78.5,138.6,1,1,1,1
8855,0,0.513514,0.5,1,1,0.0,0,65.9,71.7,137.6,1,1,1,1
8856,3,0.989894,0.5,1,1,3.0,3,62.9,68.6,131.5,1,1,1,1
8857,2,0.989894,0.5,1,1,2.0,2,61.2,69.1,130.3,1,1,1,1
8858,2,0.989894,0.5,1,1,2.0,2,72.1,70.3,142.4,1,1,1,1
8859,2,0.989894,0.5,1,1,2.0,2,61.8,70.6,132.4,1,1,1,1
8860,3,0.989894,0.5,1,1,2.0,2,60.2,69.1,129.3,1,1,1,1
8861,1,0.997497,0.5,1,1,1.0,1,70.2,74.3,144.5,1,1,1,1
8862,2,0.989894,0.5,1,1,3.0,3,63.1,68.6,131.7,1,1,1,1
8863,3,0.989894,0.5,1,1,2.0,2,61.0,70.4,131.4,1,1,1,1
8864,2,0.989894,0.5,1,1,3.0,3,61.6,81.3,142.9,1,1,1,1
8865,1,0.999232,0.5,1,1,1.0,1,64.6,70.3,134.9,1,1,1,1
8866,1,1.0,0.5,1,1,1.0,1,62.5,68.6,131.1,1,1,1,1
8867,3,1.0,0.5,1,1,2.0,2,60.7,76.6,137.3,1,1,1,1
8868,0,0.0,0.5,0,0,,0,65.7,0.0,65.7,1,1,1,1
8869,2,0.999232,0.5,1,1,2.0,2,62.4,68.4,130.8,1,1,1,1
8870,3,0.989894,0.5,1,1,3.0,3,60.3,68.3,128.6,1,1,1,1
8871,1,0.989894,0.5,1,1,1.0,1,69.9,73.5,143.4,1,1,1,1
8872,2,1.0,0.5,1,1,2.0,2,61.2,69.1,130.3,1,1,1,1
8873,1,1.0,0.5,1,1,1.0,1,61.4,67.5,128.9,1,1,1,1
8874,0,0.0,0.5,0,0,,0,60.5,0.0,60.5,1,1,1,1
8875,0,0.0,0.5,0,0,,0,63.1,0.0,63.1,1,1,1,1
8876,2,0.989894,0.5,1,1,3.0,3,62.0,67.0,129.0,1,1,1,1
8877,1,0.989894,0.5,1,1,1.0,1,60.5,75.7,136.2,1,1,1,1
8878,2,1.0,0.5,1,1,2.0,2,65.8,70.0,135.8,1,1,1,1
8879,3,0.989894,0.5,1,1,3.0,3,61.0,69.7,130.7,1,1,1,1
8880,0,0.0,0.5,0,0,,0,59.9,0.0,59.9,1,1,1,1
8881,1,0.989894,0.5,1,1,1.0,1,74.2,72.2,146.4,1,1,1,1
8882,2,1.0,0.5,1,1,2.0,2,63.5,68.7,132.2,1,1,1,1
8883,1,0.513514,0.5,1,1,1.0,1,60.7,70.7,131.4,1,1,1,1
8884,3,0.999232,0.5,1,1,3.0,3,59.9,80.8,140.7,1,1,1,1
